Age,RoomService,FoodCourt,ShoppingMall,VRDeck,Num,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,VIP_True,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_S
-0.055,-0.087,1.222,-0.172,0.305,-1.023,True,False,False,False,False,True,False,False,False,False,False,True
-0.404,-0.072,-0.287,-0.279,0.126,-0.386,False,False,False,False,False,False,False,False,True,False,False,True
-0.334,1.613,1.809,-0.291,0.374,-1.041,True,False,False,False,False,False,True,False,False,False,False,True
-0.404,-0.327,2.272,-0.291,-0.255,-1.041,True,False,False,False,False,False,True,False,False,False,False,True
0.015,0.069,-0.287,-0.291,0.034,-0.384,False,False,False,False,False,False,False,False,True,False,False,True
1.200,0.311,-0.287,0.278,-0.215,-0.518,False,False,False,False,False,False,False,False,False,True,False,False
-0.822,-0.328,0.284,-0.291,-0.269,-0.366,False,False,False,False,False,False,False,False,True,False,False,False
-0.613,-0.341,-0.287,-0.284,0.410,-0.516,False,False,False,False,False,False,False,False,False,True,False,False
-0.334,-0.157,-0.275,-0.291,0.178,-0.374,False,False,False,False,False,False,False,False,True,False,False,True
0.782,-0.312,-0.281,-0.289,5.032,-1.146,True,False,False,False,False,False,False,False,False,False,False,False
-0.125,-0.341,-0.287,-0.291,-0.269,-1.146,True,False,True,False,False,False,False,False,False,False,False,False
0.642,-0.341,0.083,4.128,-0.182,-1.035,True,False,False,False,False,True,False,False,False,False,False,False
2.525,-0.263,2.504,-0.291,0.081,-1.126,True,False,False,False,False,False,False,False,False,False,False,True
-0.683,-0.341,0.554,-0.291,0.222,-1.126,True,False,False,False,False,False,False,False,False,False,False,True
1.758,-0.341,-0.287,1.169,-0.268,-0.372,False,False,False,False,False,False,False,False,True,False,False,True
0.642,-0.341,0.162,-0.291,-0.269,-0.370,False,False,False,False,False,False,False,False,True,False,False,True
0.782,-0.263,-0.287,-0.289,0.180,-0.524,False,False,False,False,False,False,False,False,False,True,False,True
-0.543,0.000,-0.286,-0.068,0.215,-0.364,False,False,False,False,False,False,False,False,True,False,False,False
-0.474,-0.328,-0.287,1.050,-0.258,-0.362,False,False,False,False,False,False,False,False,True,False,False,False
0.294,0.199,0.000,-0.291,-0.269,-0.360,False,False,False,False,False,False,False,False,True,False,False,False
-0.752,-0.297,-0.287,3.584,-0.268,-1.039,False,True,False,False,False,False,True,False,False,False,False,True
0.991,0.487,-0.287,-0.222,-0.269,-0.875,False,True,False,False,False,False,False,True,False,False,False,True
-1.101,9.855,-0.287,2.396,-0.269,-0.334,False,True,False,False,False,False,False,False,True,False,False,True
-0.195,2.314,-0.287,-0.291,-0.269,-0.368,False,True,False,False,False,False,False,False,True,False,False,True
-0.474,3.146,-0.287,-0.254,-0.269,-1.039,False,True,False,False,False,False,True,False,False,False,False,True
-0.543,-0.341,-0.287,-0.291,-0.269,-0.358,False,True,True,False,False,False,False,False,True,False,False,False
-0.264,-0.341,-0.280,-0.291,0.917,-0.366,False,False,False,False,False,False,False,False,True,False,False,True
0.015,-0.013,-0.281,0.732,-0.269,-0.364,False,True,False,False,False,False,False,False,True,False,False,True
1.409,2.121,-0.287,-0.177,-0.269,-0.364,False,True,False,False,False,False,False,False,True,False,False,True
0.015,-0.341,-0.287,-0.291,-0.269,-1.007,True,False,True,False,True,False,False,False,False,False,False,True
1.130,-0.325,0.399,2.177,-0.269,-1.037,False,True,False,False,False,False,True,False,False,False,False,True
1.130,-0.341,-0.287,0.938,-0.265,-0.362,False,False,False,False,False,False,False,False,True,False,False,True
0.084,-0.245,5.555,0.126,3.736,-1.021,True,False,False,False,False,True,False,False,False,False,False,True
0.015,0.836,-0.287,-0.284,-0.249,-0.360,False,False,False,False,False,False,False,False,True,False,False,True
-0.195,-0.341,-0.287,-0.291,-0.269,-0.334,False,False,False,False,False,False,False,False,True,False,False,True
-0.892,-0.341,-0.287,-0.291,-0.269,-0.516,False,False,True,False,False,False,False,False,False,True,False,True
-0.613,-0.339,-0.287,-0.291,-0.268,-0.514,False,False,False,False,False,False,False,False,False,True,False,True
0.294,0.016,-0.286,-0.289,-0.269,-0.510,False,False,False,False,False,False,False,False,False,True,False,False
-0.752,-0.341,-0.287,-0.291,-0.269,-0.508,False,False,True,False,False,False,False,False,False,True,False,False
-0.334,0.569,0.085,2.059,-0.268,-0.354,False,True,False,False,False,False,False,False,True,False,False,False
0.015,0.963,-0.096,-0.261,-0.269,-0.352,False,True,False,False,False,False,False,False,True,False,False,False
0.782,-0.341,-0.287,-0.291,-0.269,-1.006,True,False,True,False,True,False,False,False,False,False,False,True
-0.125,-0.341,-0.287,-0.291,-0.269,-1.035,True,False,True,False,False,False,True,False,False,False,False,True
0.433,-0.341,-0.287,-0.291,-0.269,-0.508,False,False,True,False,False,False,False,False,False,True,False,True
0.154,-0.341,5.181,-0.291,-0.033,-0.334,True,False,False,False,False,False,False,False,True,False,False,True
-0.195,-0.341,-0.287,-0.291,-0.269,-0.506,False,False,True,False,False,False,False,False,False,True,False,False
1.409,-0.341,-0.287,1.480,-0.269,-1.033,False,True,False,False,False,False,True,False,False,False,False,True
-0.404,-0.341,-0.287,-0.291,-0.269,-0.504,False,False,True,False,False,False,False,False,False,True,False,False
-0.404,-0.341,-0.287,-0.291,-0.269,-0.502,False,False,True,False,False,False,False,False,False,True,False,False
-1.031,-0.341,-0.287,-0.291,-0.269,-0.502,False,False,True,False,False,False,False,False,False,True,False,False
-0.543,0.827,-0.287,-0.291,-0.269,-0.504,False,False,False,False,False,False,False,False,False,True,False,True
-0.752,-0.341,-0.287,-0.291,0.460,-0.500,False,False,False,False,False,False,False,False,False,True,False,False
-0.125,0.746,-0.287,-0.291,-0.269,-0.358,False,False,False,False,False,False,False,False,True,False,False,True
-0.683,0.752,-0.248,-0.279,-0.269,-0.350,False,False,False,False,False,False,False,False,True,False,False,False
-0.474,0.605,-0.287,-0.291,-0.106,-0.498,False,False,False,False,False,False,False,False,False,True,False,False
-0.822,0.775,-0.287,-0.287,-0.269,-0.348,False,False,False,False,False,False,False,False,True,False,False,False
-1.101,-0.341,-0.286,0.513,-0.114,-0.346,False,False,False,False,False,False,False,False,True,False,False,False
-0.195,-0.341,0.000,-0.291,0.525,-0.925,False,False,False,False,False,False,False,True,False,False,False,False
-0.125,1.257,-0.287,-0.219,-0.269,-1.031,False,True,False,False,False,False,True,False,False,False,False,True
-0.892,-0.341,-0.287,-0.291,-0.269,-0.356,False,True,True,False,False,False,False,False,True,False,False,True
-0.613,1.397,-0.287,-0.291,-0.266,-0.344,False,True,False,False,False,False,False,False,True,False,False,False
-0.613,-0.227,-0.287,-0.291,-0.269,-0.923,False,False,False,False,False,False,False,True,False,False,False,False
-0.404,0.305,-0.287,0.315,-0.269,-0.923,False,False,False,False,False,False,False,True,False,False,False,False
2.246,-0.338,-0.287,-0.262,-0.244,-0.500,False,False,False,False,False,False,False,False,False,True,False,True
-0.125,-0.341,-0.287,-0.291,-0.269,-0.342,False,True,True,False,False,False,False,False,True,False,False,False
-1.798,-0.341,-0.287,-0.291,-0.269,-0.342,False,True,False,False,False,False,False,False,True,False,False,False
-1.729,-0.341,-0.287,-0.291,-0.269,-0.342,False,True,False,False,False,False,False,False,True,False,False,False
-1.101,-0.341,-0.287,-0.291,-0.269,-0.498,False,False,True,False,False,False,False,False,False,True,False,True
-0.683,-0.341,-0.287,-0.291,-0.269,-0.354,False,True,True,False,False,False,False,False,True,False,False,True
-0.752,-0.341,-0.287,0.878,-0.269,-0.340,False,False,False,False,False,False,False,False,True,False,False,False
2.595,-0.341,-0.287,2.404,-0.269,-0.921,False,False,False,False,False,False,False,True,False,False,False,False
0.712,-0.341,-0.287,-0.291,-0.269,-0.352,False,True,True,False,False,False,False,False,True,False,False,True
-0.543,-0.341,0.611,-0.291,-0.269,-0.350,False,False,False,False,False,False,False,False,True,False,False,True
-1.519,-0.341,-0.287,-0.291,-0.269,-0.496,False,False,True,False,False,False,False,False,False,True,False,True
1.897,-0.341,-0.287,-0.291,-0.269,-0.334,False,False,True,False,False,False,False,False,True,False,False,True
-0.962,-0.341,0.309,-0.077,-0.269,-0.338,False,False,False,False,False,False,False,False,True,False,False,False
-0.125,1.397,-0.287,-0.212,-0.176,-0.871,False,True,False,False,False,False,False,True,False,False,False,True
-1.101,0.537,-0.146,-0.189,-0.263,-0.348,False,False,False,False,False,False,False,False,True,False,False,True
-0.752,-0.341,-0.287,-0.291,-0.269,-1.002,True,False,True,False,True,False,False,False,False,False,False,True
0.642,-0.341,-0.287,-0.291,-0.269,-0.494,False,False,True,False,False,False,False,False,False,True,False,False
1.130,2.900,-0.287,-0.291,-0.269,-0.336,False,False,False,False,False,False,False,False,True,False,False,False
-0.543,-0.341,-0.287,-0.291,-0.000,-0.492,False,False,True,False,False,False,False,False,False,True,False,False
-0.683,-0.222,-0.287,-0.291,-0.269,-0.490,False,False,False,False,False,False,False,False,False,True,False,False
1.409,0.646,-0.272,-0.291,-0.267,-0.346,False,False,False,False,False,False,False,False,True,False,False,True
-0.543,-0.341,0.227,-0.291,-0.269,-0.342,False,False,False,False,False,False,False,False,True,False,False,True
-0.752,-0.341,-0.035,3.102,-0.269,-0.340,False,False,False,False,False,False,False,False,True,False,False,True
0.991,-0.341,-0.287,-0.291,-0.269,-0.330,False,True,True,False,False,False,False,False,True,False,False,False
-0.125,-0.341,-0.287,-0.291,-0.269,-0.338,False,True,True,False,False,False,False,False,True,False,False,True
-2.008,-0.341,-0.287,-0.291,-0.269,-0.338,False,True,False,False,False,False,False,False,True,False,False,True
-0.125,-0.341,-0.287,-0.281,-0.250,-0.488,False,False,False,False,False,False,False,False,False,True,False,False
-0.543,-0.341,-0.287,-0.291,-0.269,-1.053,True,False,True,False,True,False,False,False,False,False,False,False
-0.613,-0.283,-0.149,0.538,-0.000,-0.326,False,False,False,False,False,False,False,False,True,False,False,False
0.433,-0.341,-0.287,-0.291,-0.269,-0.334,False,True,True,False,False,False,False,False,True,False,False,True
-0.613,-0.019,-0.287,1.368,-0.258,-0.334,False,True,False,False,False,False,False,False,True,False,False,True
-0.334,0.248,-0.287,-0.279,-0.269,-0.323,False,False,False,False,False,False,False,False,True,False,False,False
0.851,-0.338,-0.287,0.632,-0.209,-0.484,False,False,False,False,False,False,False,False,False,True,False,False
-0.404,-0.341,0.198,-0.291,-0.269,-0.492,False,False,False,False,False,False,False,False,False,True,False,True
-0.125,-0.341,-0.287,-0.291,-0.269,-0.482,False,False,True,False,False,False,False,False,False,True,False,False
2.037,-0.341,-0.287,-0.291,-0.269,-0.490,False,False,True,False,False,False,False,False,False,True,False,True
1.688,-0.341,-0.287,-0.291,-0.269,-0.319,False,True,True,False,False,False,False,False,True,False,False,False
0.084,0.322,1.961,-0.291,-0.021,-1.019,True,False,False,False,False,True,False,False,False,False,False,True
-0.334,-0.339,-0.287,-0.291,-0.051,-0.332,False,False,False,False,False,False,False,False,True,False,False,True
0.154,-0.271,0.926,-0.291,0.838,-1.051,True,False,False,False,True,False,False,False,False,False,False,False
1.200,0.580,-0.287,-0.222,-0.048,-0.330,False,True,False,False,False,False,False,False,True,False,False,True
-0.613,1.081,-0.250,-0.239,-0.269,-0.330,False,True,False,False,False,False,False,False,True,False,False,True
-0.613,-0.341,-0.287,-0.291,-0.269,-0.486,False,False,True,False,False,False,False,False,False,True,False,True
0.084,-0.341,-0.139,-0.291,-0.269,-0.315,False,False,False,False,False,False,False,False,True,False,False,False
-0.334,-0.341,-0.023,-0.291,-0.213,-0.313,False,False,False,False,False,False,False,False,True,False,False,False
0.363,-0.341,-0.287,-0.291,-0.269,-0.478,False,False,False,False,False,False,False,False,False,True,False,False
-0.613,2.312,-0.287,0.456,-0.202,-0.328,False,False,False,False,False,False,False,False,True,False,False,True
1.340,-0.341,-0.287,-0.291,-0.269,-0.326,False,True,True,False,False,False,False,False,True,False,False,True
-0.264,-0.341,-0.287,0.745,-0.207,-0.311,False,False,False,False,False,False,False,False,True,False,False,False
0.991,-0.341,-0.287,-0.291,-0.269,-0.482,False,False,True,False,False,False,False,False,False,True,False,True
-0.125,-0.341,-0.112,-0.092,-0.265,-0.309,False,False,False,False,False,False,False,False,True,False,False,False
1.270,0.000,-0.267,-0.291,1.002,-1.049,True,False,False,False,True,False,False,False,False,False,False,False
-0.195,-0.301,2.590,-0.291,-0.269,-1.049,True,False,False,False,True,False,False,False,False,False,False,False
0.572,-0.341,-0.287,-0.291,-0.269,-1.049,True,False,True,False,True,False,False,False,False,False,False,False
0.921,-0.341,0.453,-0.291,-0.019,-1.049,True,False,False,False,True,False,False,False,False,False,False,False
2.246,-0.341,0.123,1.219,-0.209,-0.869,False,False,False,False,False,False,False,True,False,False,False,True
0.015,1.847,0.408,-0.212,-0.269,-0.305,False,True,False,False,False,False,False,False,True,False,False,False
0.224,-0.341,0.947,-0.269,-0.000,-1.029,True,False,False,False,False,False,True,False,False,False,False,True
1.549,2.192,-0.287,-0.262,-0.269,-0.303,False,True,False,False,False,False,False,False,True,False,False,False
0.991,2.720,-0.287,0.647,-0.269,-1.027,False,True,False,False,False,False,True,False,False,False,False,True
-0.264,-0.341,-0.287,-0.291,-0.269,-1.000,True,False,True,False,True,False,False,False,False,False,False,True
0.154,-0.341,-0.287,0.022,-0.269,-0.867,False,False,False,False,False,False,False,True,False,False,False,True
-1.101,-0.341,-0.279,1.144,-0.205,-0.325,False,False,False,False,False,False,False,False,True,False,False,True
-0.613,0.487,-0.287,0.091,-0.269,-0.478,False,False,False,False,False,False,False,False,False,True,False,True
0.015,1.715,-0.275,-0.291,-0.269,-0.323,False,False,False,False,False,False,False,False,True,False,False,True
-0.892,-0.341,-0.287,-0.291,-0.269,-0.476,False,False,True,False,False,False,False,False,False,True,False,True
-0.962,-0.341,1.185,-0.291,-0.269,-0.321,False,False,False,False,False,False,False,False,True,False,False,True
1.479,-0.341,-0.284,-0.291,-0.269,-0.299,False,False,False,False,False,False,False,False,True,False,False,False
0.851,-0.341,18.412,-0.291,-0.264,-1.124,True,False,False,True,False,False,False,False,False,False,False,True
0.991,-0.338,1.111,-0.236,-0.094,-1.124,True,False,False,False,False,False,False,False,False,False,False,True
0.224,-0.341,-0.287,-0.291,-0.269,-1.124,True,False,True,False,False,False,False,False,False,False,False,True
0.503,-0.341,1.724,-0.291,-0.205,-1.124,True,False,False,False,False,False,False,False,False,False,False,True
-0.752,-0.341,-0.287,-0.291,-0.269,-0.334,False,False,True,False,False,False,False,False,True,False,False,True
1.270,-0.341,-0.287,1.182,-0.267,-0.473,False,False,False,False,False,False,False,False,False,True,False,True
0.015,-0.341,-0.287,-0.291,-0.269,-0.476,False,False,True,False,False,False,False,False,False,True,False,False
-0.125,-0.341,-0.233,-0.291,0.234,-0.471,False,False,False,False,False,False,False,False,False,True,False,True
-1.031,-0.341,0.089,-0.291,-0.269,-0.319,False,False,False,False,False,False,False,False,True,False,False,True
-0.264,-0.341,-0.287,-0.291,-0.269,-0.475,False,False,True,False,False,False,False,False,False,True,False,False
2.386,1.436,-0.287,-0.289,-0.269,-0.865,False,True,False,False,False,False,False,True,False,False,False,True
-0.474,-0.268,-0.081,0.014,-0.133,-0.315,False,False,False,False,False,False,False,False,True,False,False,True
0.224,-0.338,-0.026,-0.247,-0.269,-0.863,False,True,False,False,False,False,False,True,False,False,False,True
0.154,-0.341,-0.279,0.832,-0.266,-0.313,False,False,False,False,False,False,False,False,True,False,False,True
-0.334,-0.341,0.478,-0.291,-0.269,-0.313,False,False,False,False,False,False,False,False,True,False,False,True
0.712,-0.327,-0.276,-0.291,0.506,-0.469,False,False,False,False,False,False,False,False,False,True,False,False
-0.613,-0.341,-0.287,-0.291,-0.269,-0.293,False,True,True,False,False,False,False,False,True,False,False,False
-0.613,-0.341,-0.287,-0.291,-0.269,-0.293,False,True,True,False,False,False,False,False,True,False,False,False
-0.683,-0.341,-0.287,-0.291,-0.269,-0.913,False,True,False,False,False,False,False,True,False,False,False,False
-0.613,0.496,-0.282,1.966,-0.000,-0.913,False,True,False,False,False,False,False,True,False,False,False,False
0.154,-0.309,-0.287,1.435,-0.000,-1.047,False,True,False,False,False,False,True,False,False,False,False,False
-0.822,-0.341,-0.287,-0.291,-0.269,-0.293,False,True,True,False,False,False,False,False,True,False,False,False
-0.334,3.507,-0.287,-0.189,-0.269,-0.293,False,True,False,False,False,False,False,False,True,False,False,False
-0.125,-0.033,0.051,-0.291,-0.269,-0.291,False,False,False,False,False,False,False,False,True,False,False,False
-0.055,-0.341,-0.186,0.950,-0.182,-1.013,True,False,False,False,False,True,False,False,False,False,False,True
0.851,-0.341,-0.287,-0.291,-0.269,-1.013,True,False,True,False,False,True,False,False,False,False,False,True
-0.264,-0.341,-0.287,-0.291,-0.269,-1.122,True,False,True,False,False,False,False,False,False,False,False,True
-0.195,-0.200,-0.287,0.494,-0.269,-0.311,False,False,False,False,False,False,False,False,True,False,False,True
-0.125,0.395,0.408,1.251,-0.268,-0.287,False,False,False,False,False,False,False,False,True,False,False,False
-0.474,-0.283,0.016,-0.157,-0.162,-0.463,False,False,False,False,False,False,False,False,False,True,False,False
2.316,0.144,0.452,0.975,-0.194,-1.120,True,False,False,False,False,False,False,False,False,False,False,True
2.037,-0.338,-0.287,-0.267,0.748,-1.120,True,False,False,False,False,False,False,False,False,False,False,True
0.572,-0.341,0.571,-0.291,0.578,-0.461,False,False,False,False,False,False,False,False,False,True,False,False
1.758,0.722,-0.267,-0.005,-0.269,-0.469,False,False,False,False,False,False,False,False,False,True,False,True
-0.195,-0.341,-0.281,-0.291,-0.268,-0.279,False,False,False,False,False,False,False,False,True,False,False,False
1.061,-0.341,-0.287,-0.291,-0.269,-1.029,True,False,True,False,False,True,False,False,False,False,False,False
0.363,-0.341,-0.287,-0.291,-0.269,-1.029,True,False,True,False,False,True,False,False,False,False,False,False
1.270,-0.341,-0.287,-0.291,-0.269,-0.467,False,False,True,False,False,False,False,False,False,True,False,True
-0.125,-0.341,1.808,0.000,0.308,-1.027,True,False,False,True,False,True,False,False,False,False,False,False
-0.474,-0.341,-0.287,-0.291,-0.269,-1.047,True,False,True,False,True,False,False,False,False,False,False,False
1.200,0.000,-0.287,-0.291,-0.269,-0.459,False,False,True,False,False,False,False,False,False,True,False,False
0.015,-0.341,-0.287,1.191,-0.269,-0.307,False,False,False,False,False,False,False,False,True,False,False,True
0.991,0.395,-0.285,-0.063,-0.269,-0.457,False,False,False,False,False,False,False,False,False,True,False,False
0.921,-0.341,-0.287,-0.237,-0.269,-0.277,False,False,False,False,False,False,False,False,True,False,False,False
0.712,-0.341,-0.287,-0.269,0.497,-0.305,False,False,False,False,False,False,False,False,True,False,False,True
0.084,0.593,-0.287,0.019,0.150,-0.275,False,True,False,False,False,False,False,False,True,False,False,False
0.991,3.173,-0.287,0.792,-0.269,-0.859,False,True,False,False,False,False,False,True,False,False,False,True
-0.683,-0.341,-0.287,-0.291,-0.269,-0.455,False,False,True,False,False,False,False,False,False,True,False,False
-0.195,-0.341,-0.287,-0.291,-0.269,-0.273,False,True,True,False,False,False,False,False,True,False,False,False
1.200,-0.081,-0.287,1.813,-0.269,-0.271,False,True,False,False,False,False,False,False,True,False,False,False
-1.798,-0.341,-0.287,-0.291,-0.269,-0.453,False,False,False,False,False,False,False,False,False,True,False,False
-0.543,-0.341,-0.287,-0.291,-0.269,-0.334,False,False,True,False,False,False,False,False,True,False,False,True
-1.938,-0.341,-0.287,-0.291,-0.269,-0.453,False,False,False,False,False,False,False,False,False,True,False,False
-0.474,-0.341,-0.287,-0.291,0.418,-0.857,False,False,False,False,False,False,False,True,False,False,False,True
-0.125,-0.341,-0.287,-0.291,-0.269,-1.021,True,False,True,False,False,True,False,False,False,False,False,False
-0.055,-0.341,-0.287,-0.291,-0.269,-1.021,True,False,True,False,False,True,False,False,False,False,False,False
0.503,0.025,-0.287,0.831,-0.269,-0.269,False,True,False,False,False,False,False,False,True,False,False,False
-0.683,-0.301,-0.091,0.496,-0.269,-0.463,False,False,False,False,False,False,False,False,False,True,False,True
-0.752,-0.341,-0.287,0.000,-0.269,-1.019,True,False,True,False,False,True,False,False,False,False,False,False
1.270,-0.341,-0.200,0.000,3.234,-0.998,True,False,False,False,True,False,False,False,False,False,False,True
-0.752,-0.310,0.380,-0.291,10.005,-0.996,True,False,False,False,True,False,False,False,False,False,False,True
-1.589,-0.341,-0.287,-0.291,-0.269,-0.909,False,False,False,False,False,False,False,True,False,False,False,False
-0.613,-0.341,0.054,-0.289,0.065,-0.267,False,False,False,False,False,False,False,False,True,False,False,False
-0.752,0.057,-0.098,1.596,-0.269,-0.263,False,True,False,False,False,False,False,False,True,False,False,False
0.572,-0.341,-0.287,-0.291,-0.000,-0.261,False,False,False,False,False,False,False,False,True,False,False,False
-0.474,-0.322,0.181,1.052,-0.269,-0.855,False,False,False,False,False,False,False,True,False,False,False,True
0.572,-0.310,-0.287,3.993,-0.269,-0.259,False,True,False,False,False,False,False,False,True,False,False,False
-1.589,-0.341,-0.287,-0.291,-0.269,-0.457,False,False,False,False,False,False,False,False,False,True,False,True
0.503,-0.336,-0.287,0.437,-0.025,-0.457,False,False,False,False,False,False,False,False,False,True,False,True
1.200,0.305,-0.264,-0.291,0.232,-0.299,False,False,False,False,False,False,False,False,True,False,False,True
3.222,-0.341,-0.287,1.758,1.292,-0.257,False,False,False,False,False,False,False,False,True,False,False,False
0.572,-0.341,-0.282,-0.174,-0.041,-0.257,False,False,False,False,False,False,False,False,True,False,False,False
-0.474,-0.341,-0.287,0.000,-0.269,-0.449,False,False,True,False,False,False,False,False,False,True,False,False
0.294,0.069,-0.029,-0.289,-0.265,-0.255,False,False,False,False,False,False,False,False,True,False,False,False
0.433,-0.077,-0.287,0.347,-0.214,-0.293,False,True,False,False,False,False,False,False,True,False,False,True
-0.683,-0.341,0.000,-0.291,6.963,-1.017,True,False,False,False,False,True,False,False,False,False,False,False
0.363,-0.341,-0.274,0.000,3.056,-1.017,True,False,False,False,False,True,False,False,False,False,False,False
-0.404,1.190,-0.287,-0.236,-0.269,-0.291,False,False,False,False,False,False,False,False,True,False,False,True
0.572,1.945,0.000,-0.291,-0.269,-0.453,False,False,False,False,False,False,False,False,False,True,False,True
-0.334,1.732,-0.287,-0.289,-0.269,-0.291,False,False,False,False,False,False,False,False,True,False,False,True
1.758,-0.341,1.833,-0.291,-0.239,-1.142,True,False,False,True,False,False,False,False,False,False,False,False
1.618,1.747,-0.287,-0.237,-0.269,-0.253,False,True,False,False,False,False,False,False,True,False,False,False
2.176,-0.341,-0.287,-0.291,-0.269,-0.451,False,False,True,False,False,False,False,False,False,True,False,True
-1.938,-0.341,-0.287,-0.291,-0.269,-1.015,True,False,False,False,False,True,False,False,False,False,False,False
-0.125,-0.341,-0.287,-0.291,-0.269,-1.015,True,False,False,False,False,True,False,False,False,False,False,False
-0.474,-0.341,-0.101,-0.286,2.311,-1.015,True,False,False,False,False,True,False,False,False,False,False,False
-0.125,-0.341,7.288,-0.291,-0.269,-1.015,True,False,False,False,False,True,False,False,False,False,False,False
1.340,-0.341,-0.287,-0.291,-0.269,-1.015,True,False,True,False,False,True,False,False,False,False,False,False
1.270,1.660,-0.019,-0.284,-0.269,-1.015,True,False,False,False,False,True,False,False,False,False,False,False
-0.264,-0.341,-0.287,-0.291,-0.269,-1.025,True,False,True,False,False,False,True,False,False,False,False,True
1.409,-0.327,1.234,-0.132,-0.121,-1.025,True,False,False,False,False,False,True,False,False,False,False,True
0.294,-0.341,0.975,-0.289,-0.265,-1.025,True,False,False,False,False,False,True,False,False,False,False,True
2.664,-0.341,2.670,-0.291,-0.264,-1.025,True,False,False,False,False,False,True,False,False,False,False,True
-1.659,-0.341,-0.287,-0.291,-0.269,-0.445,False,False,True,False,False,False,False,False,False,True,False,False
2.176,-0.341,-0.287,-0.291,-0.269,-1.043,True,False,True,False,False,False,True,False,False,False,False,False
1.897,-0.341,-0.287,-0.291,-0.269,-1.043,True,False,True,False,False,False,True,False,False,False,False,False
2.107,-0.341,1.099,-0.291,-0.259,-1.043,True,False,False,False,False,False,True,False,False,False,False,False
1.061,-0.341,-0.287,-0.291,-0.269,-1.043,True,False,True,False,False,False,True,False,False,False,False,False
0.294,-0.341,0.191,-0.289,-0.195,-0.443,False,False,False,False,False,False,False,False,False,True,False,False
-0.055,-0.341,-0.287,0.000,-0.269,-0.449,False,False,True,False,False,False,False,False,False,True,False,True
0.015,1.729,-0.287,1.033,-0.269,-0.251,False,True,False,False,False,False,False,False,True,False,False,False
-1.101,-0.341,-0.287,-0.291,-0.269,-0.447,False,False,True,False,False,False,False,False,False,True,False,True
0.363,-0.341,-0.287,-0.291,-0.269,-1.045,True,False,True,False,True,False,False,False,False,False,False,False
1.130,-0.341,-0.287,-0.291,-0.269,-0.445,False,False,True,False,False,False,False,False,False,True,False,True
0.712,-0.341,-0.003,-0.291,-0.269,-0.443,False,False,False,False,False,False,False,False,False,True,False,True
-0.752,-0.147,-0.264,0.757,-0.265,-0.250,False,False,False,False,False,False,False,False,True,False,False,False
1.967,-0.341,-0.287,-0.291,-0.269,-0.441,False,False,True,False,False,False,False,False,False,True,False,False
-0.125,-0.341,0.189,-0.291,-0.249,-0.289,False,False,False,False,False,False,False,False,True,False,False,True
-0.264,-0.341,-0.287,-0.291,-0.269,-0.441,False,False,True,False,False,False,False,False,False,True,False,True
-0.474,-0.341,-0.287,-0.291,-0.269,-0.439,False,False,True,False,False,False,False,False,False,True,False,True
0.224,-0.341,2.288,0.359,-0.267,-1.043,True,False,False,False,True,False,False,False,False,False,False,False
0.015,-0.341,0.000,-0.291,-0.269,-0.246,False,True,True,False,False,False,False,False,True,False,False,False
-0.543,0.502,-0.287,-0.257,-0.269,-0.283,False,False,False,False,False,False,False,False,True,False,False,True
-0.892,-0.341,-0.287,-0.291,-0.269,-0.907,False,True,False,False,False,False,False,True,False,False,False,False
1.130,-0.341,-0.287,-0.291,-0.269,-1.118,True,False,True,False,False,False,False,False,False,False,False,True
1.061,1.795,0.283,-0.262,3.068,-1.118,True,False,False,True,False,False,False,False,False,False,False,True
-0.125,-0.341,-0.287,-0.291,-0.269,-0.435,False,False,True,False,False,False,False,False,False,True,False,False
-0.195,-0.319,-0.287,-0.291,-0.269,-0.242,False,False,False,False,False,False,False,False,True,False,False,False
1.200,1.615,-0.287,-0.195,-0.269,-0.240,False,True,False,False,False,False,False,False,True,False,False,False
-0.334,-0.341,-0.287,0.794,-0.269,-0.281,False,False,False,False,False,False,False,False,True,False,False,True
-0.962,-0.341,0.205,-0.291,-0.269,-0.279,False,False,False,False,False,False,False,False,True,False,False,True
1.688,-0.341,0.000,-0.291,-0.269,-0.431,False,False,True,False,False,False,False,False,False,True,False,True
-0.055,0.589,-0.274,-0.291,-0.269,-0.236,False,False,False,False,False,False,False,False,True,False,False,False
-1.241,-0.341,-0.287,-0.291,-0.269,-0.433,False,False,True,False,False,False,False,False,False,True,False,False
-1.519,-0.341,-0.287,-0.291,-0.269,-0.433,False,False,True,False,False,False,False,False,False,True,False,False
-2.008,-0.341,-0.287,-0.291,-0.269,-0.433,False,False,True,False,False,False,False,False,False,True,False,False
-0.962,-0.341,-0.287,-0.291,-0.269,-0.433,False,False,True,False,False,False,False,False,False,True,False,False
0.154,-0.339,0.000,-0.287,-0.269,-0.433,False,False,False,False,False,False,False,False,False,True,False,False
-1.380,0.000,-0.287,-0.291,-0.269,-0.433,False,False,False,False,False,False,False,False,False,True,False,False
1.061,-0.341,0.480,-0.160,0.824,-1.023,True,False,False,True,False,False,True,False,False,False,False,True
0.433,-0.341,0.166,-0.291,-0.106,-0.429,False,False,False,False,False,False,False,False,False,True,False,True
0.084,-0.300,3.107,-0.147,-0.269,-0.427,False,False,False,False,False,False,False,False,False,True,False,True
